Year,States,State_Case_Count,State_Population,State_Incidence,Sex,Sex_Incidence,Sex_Cases,State_Sex_Cases,State_Sex_Population,State_Sex_Incidence,Age_Category,Age_Population,Age_Incidence,Age_Case_Count,State_Sex_Age_CaseCount,State_Sex_Age_Population,State_Sex_Age_Incidence
2016,District of Columbia,58,681170,8.51,Female,5.04,6490,23.1500615,345829.5435,6.694067044,1-4 years,12301119,13.06,1607,2.28922213,16768.75134,13.65171493
2016,District of Columbia,58,681170,8.51,Female,5.04,6490,23.1500615,345829.5435,6.694067044,5-14 years,31642189,6.04,1911,2.722279708,43134.28715,6.311173517
2016,District of Columbia,58,681170,8.51,Female,5.04,6490,23.1500615,345829.5435,6.694067044,15-24 years,33918142,5.54,1880,2.678119231,46236.84147,5.792175991
2016,District of Columbia,58,681170,8.51,Female,5.04,6490,23.1500615,345829.5435,6.694067044,25-39 years,51193436,6.76,3461,4.930303542,69786.33396,7.06485534
2016,District of Columbia,58,681170,8.51,Female,5.04,6490,23.1500615,345829.5435,6.694067044,40-64 years,82019887,6.46,5297,7.545743386,111808.616,6.748803141
2016,District of Columbia,58,681170,8.51,Female,5.04,6490,23.1500615,345829.5435,6.694067044,65+ years,39558446,5.03,1991,2.836242228,53925.64241,5.259542773
2016,Florida,1128,20612439,5.47,Male,7.82,9770,677.771208,10147524.33,6.679177953,<1 year,3058322,3.4,104,4.33746881,122331.2247,3.545675947
2016,Florida,1128,20612439,5.47,Male,7.82,9770,677.771208,10147524.33,6.679177953,1-4 years,12301119,13.06,1607,67.0222344,492038.1021,13.62135048
2016,Florida,1128,20612439,5.47,Male,7.82,9770,677.771208,10147524.33,6.679177953,5-14 years,31642189,6.04,1911,79.70098938,1265670.434,6.297136067
2016,Florida,1128,20612439,5.47,Male,7.82,9770,677.771208,10147524.33,6.679177953,15-24 years,33918142,5.54,1880,78.40809003,1356707.322,5.779292906
2016,Florida,1128,20612439,5.47,Male,7.82,9770,677.771208,10147524.33,6.679177953,25-39 years,51193436,6.76,3461,144.3459572,2047709.732,7.049141534
2016,Florida,1128,20612439,5.47,Male,7.82,9770,677.771208,10147524.33,6.679177953,40-64 years,82019887,6.46,5297,220.9189643,3280751.088,6.733792305
2016,Florida,1128,20612439,5.47,Male,7.82,9770,677.771208,10147524.33,6.679177953,65+ years,39558446,5.03,1991,83.03750385,1582316.429,5.247844382
2016,Florida,1128,20612439,5.47,Female,5.04,6490,450.2287823,10464921.19,4.302266342,<1 year,3058322,3.4,104,2.881286897,126157.5321,2.283880201
2016,Florida,1128,20612439,5.47,Female,5.04,6490,450.2287823,10464921.19,4.302266342,1-4 years,12301119,13.06,1607,44.52142349,507428.1958,8.773935674
2016,Florida,1128,20612439,5.47,Female,5.04,6490,450.2287823,10464921.19,4.302266342,5-14 years,31642189,6.04,1911,52.94364673,1305258.398,4.056181276
2016,Florida,1128,20612439,5.47,Female,5.04,6490,450.2287823,10464921.19,4.302266342,15-24 years,33918142,5.54,1880,52.08480159,1399142.761,3.722622383
2016,Florida,1128,20612439,5.47,Female,5.04,6490,450.2287823,10464921.19,4.302266342,25-39 years,51193436,6.76,3461,95.88590336,2111758.521,4.540571396
2016,Florida,1128,20612439,5.47,Female,5.04,6490,450.2287823,10464921.19,4.302266342,40-64 years,82019887,6.46,5297,146.751699,3383367.259,4.337445146
2016,Florida,1128,20612439,5.47,Female,5.04,6490,450.2287823,10464921.19,4.302266342,65+ years,39558446,5.03,1991,55.16002126,1631808.528,3.380299853
2016,Georgia,760,10310371,7.37,Male,7.82,9770,456.65436,5075805.954,8.996686717,<1 year,3058322,3.4,104,2.922408064,61190.25079,4.775937385
2016,Georgia,760,10310371,7.37,Male,7.82,9770,456.65436,5075805.954,8.996686717,1-4 years,12301119,13.06,1607,45.1568246,246118.1512,18.34762059
2016,Georgia,760,10310371,7.37,Male,7.82,9770,456.65436,5075805.954,8.996686717,5-14 years,31642189,6.04,1911,53.69924817,633090.1325,8.48208579
2016,Georgia,760,10310371,7.37,Male,7.82,9770,456.65436,5075805.954,8.996686717,15-24 years,33918142,5.54,1880,52.82814576,678626.9121,7.784563922
2016,Georgia,760,10310371,7.37,Male,7.82,9770,456.65436,5075805.954,8.996686717,25-39 years,51193436,6.76,3461,97.25436834,1024267.29,9.495018466
2016,Georgia,760,10310371,7.37,Male,7.82,9770,456.65436,5075805.954,8.996686717,40-64 years,82019887,6.46,5297,148.8461107,1641036.312,9.070250892
2016,Georgia,760,10310371,7.37,Male,7.82,9770,456.65436,5075805.954,8.996686717,65+ years,39558446,5.03,1991,55.94725437,791476.9051,7.068715967
2016,Georgia,760,10310371,7.37,Female,5.04,6490,303.3456335,5234568.311,5.795045846,<1 year,3058322,3.4,104,1.94129259,63104.1751,3.076329873
2016,Georgia,760,10310371,7.37,Female,5.04,6490,303.3456335,5234568.311,5.795045846,1-4 years,12301119,13.06,1607,29.99670377,253816.2977,11.81827331
2016,Georgia,760,10310371,7.37,Female,5.04,6490,303.3456335,5234568.311,5.795045846,5-14 years,31642189,6.04,1911,35.67125134,652892.0877,5.463575377
2016,Georgia,760,10310371,7.37,Female,5.04,6490,303.3456335,5234568.311,5.795045846,15-24 years,33918142,5.54,1880,35.09259682,699853.1783,5.014279838
2016,Georgia,760,10310371,7.37,Female,5.04,6490,303.3456335,5234568.311,5.795045846,25-39 years,51193436,6.76,3461,64.60397744,1056304.585,6.116036831
2016,Georgia,760,10310371,7.37,Female,5.04,6490,303.3456335,5234568.311,5.795045846,40-64 years,82019887,6.46,5297,98.87525816,1692365.065,5.84243082
2016,Georgia,760,10310371,7.37,Female,5.04,6490,303.3456335,5234568.311,5.795045846,65+ years,39558446,5.03,1991,37.16455333,816232.9222,4.553179898
2016,Hawaii,41,1428557,2.87,Male,7.82,9770,24.635301,703280.0397,3.502914858,<1 year,3058322,3.4,104,0.157656224,8478.236243,1.859540357
2016,Hawaii,41,1428557,2.87,Male,7.82,9770,24.635301,703280.0397,3.502914858,1-4 years,12301119,13.06,1607,2.436091853,34100.98509,7.143758007
2016,Hawaii,41,1428557,2.87,Male,7.82,9770,24.635301,703280.0397,3.502914858,5-14 years,31642189,6.04,1911,2.896933125,87718.02105,3.302551847
2016,Hawaii,41,1428557,2.87,Male,7.82,9770,24.635301,703280.0397,3.502914858,15-24 years,33918142,5.54,1880,2.849939442,94027.38521,3.030967453
2016,Hawaii,41,1428557,2.87,Male,7.82,9770,24.635301,703280.0397,3.502914858,25-39 years,51193436,6.76,3461,5.24661724,141917.7067,3.696943364
2016,Hawaii,41,1428557,2.87,Male,7.82,9770,24.635301,703280.0397,3.502914858,40-64 years,82019887,6.46,5297,8.029855972,227374.3506,3.531557518
2016,Hawaii,41,1428557,2.87,Male,7.82,9770,24.635301,703280.0397,3.502914858,65+ years,39558446,5.03,1991,3.018207144,109663.3548,2.752247685
2016,Hawaii,41,1428557,2.87,Female,5.04,6490,16.36469865,725277.4127,2.256336453,<1 year,3058322,3.4,104,0.104727627,8743.420685,1.197787803
2016,Hawaii,41,1428557,2.87,Female,5.04,6490,16.36469865,725277.4127,2.256336453,1-4 years,12301119,13.06,1607,1.61824323,35167.60443,4.60151681
2016,Hawaii,41,1428557,2.87,Female,5.04,6490,16.36469865,725277.4127,2.256336453,5-14 years,31642189,6.04,1911,1.924370138,90461.68776,2.127276404
2016,Hawaii,41,1428557,2.87,Female,5.04,6490,16.36469865,725277.4127,2.256336453,15-24 years,33918142,5.54,1880,1.893153249,96968.39782,1.952340445
